Age,Gender,Education Level,Job Title,Years of Experience,City,Salary
36.0,Female,Bachelor's,Sales Executive,14.1,Seattle,88452.69
43.0,Female,Master's,UX Designer,6.8,Seattle,102766.18
30.0,Female,High School,Customer Support Specialist,9.0,Remote,56907.59
41.0,Female,High School,Product Manager,15.1,New York,113227.39
41.0,Female,Bachelor's,Software Engineer,11.3,Chicago,106076.77
37.0,Male,Bachelor's,Research Scientist,3.7,Boston,101535.12
35.0,Female,Master's,Customer Support Specialist,8.9,Chicago,90274.76
23.0,Female,Bachelor's,Financial Analyst,0.0,San Francisco,69062.1
36.0,Female,Bachelor's,UX Designer,8.6,Boston,104366.63
46.0,Male,High School,Sales Executive,16.1,San Francisco,108167.7
42.0,Female,Bachelor's,HR Manager,9.0,Remote,66278.86
40.0,Male,PhD,UX Designer,9.9,Seattle,133371.84
27.0,Male,Bachelor's,Research Scientist,3.8,Denver,74825.35
34.0,Female,Bachelor's,UX Designer,6.0,Chicago,88245.23
23.0,Female,Master's,Project Manager,0.0,New York,91390.19
33.0,Male,Master's,DevOps Engineer,8.6,New York,117253.31
45.0,Female,Bachelor's,Software Engineer,10.4,Remote,94996.95
36.0,Male,High School,Sales Executive,14.0,Seattle,62842.94
46.0,Female,Master's,Marketing Manager,16.7,San Francisco,141645.16
22.0,Female,Bachelor's,UX Designer,0.0,Seattle,71922.34
48.0,Male,High School,Financial Analyst,16.5,Seattle,107120.12
35.0,Male,Master's,Research Scientist,7.2,Austin,118236.14
,Female,Bachelor's,Operations Manager,9.9,Boston,99769.48
35.0,Male,Master's,Customer Support Specialist,10.7,Atlanta,83165.22
42.0,Male,Bachelor's,Product Manager,16.4,Seattle,122048.25
40.0,Female,Master's,Product Manager,10.0,Chicago,127395.82
43.0,Male,Bachelor's,Financial Analyst,7.8,Denver,79124.12
25.0,Female,Master's,Marketing Manager,0.0,Seattle,92142.57
34.0,Male,Master's,Customer Support Specialist,3.6,Boston,83196.25
27.0,Female,High School,Financial Analyst,1.0,Atlanta,62190.97
,Female,Master's,UX Designer,12.9,Boston,116999.95
35.0,Female,Bachelor's,Sales Executive,11.3,New York,95155.66
45.0,Male,Bachelor's,Data Analyst,9.4,Chicago,80613.71
36.0,Female,Master's,Financial Analyst,4.6,Austin,83547.23
32.0,Male,Master's,Product Manager,9.3,Seattle,123448.64
48.0,Female,Bachelor's,Marketing Manager,11.6,Seattle,112225.83
21.0,Male,Master's,Software Engineer,0.0,Boston,104325.82
45.0,Female,Bachelor's,Research Scientist,8.3,New York,104525.37
23.0,Female,High School,DevOps Engineer,1.4,Austin,71541.4
32.0,Male,Master's,Business Analyst,3.5,Boston,95861.65
51.0,Male,Bachelor's,Operations Manager,16.9,Seattle,124740.8
35.0,Male,Bachelor's,UX Designer,12.8,New York,111818.89
,Female,Bachelor's,Product Manager,5.9,San Francisco,109911.59
38.0,Male,Bachelor's,Operations Manager,4.1,Seattle,101402.8
24.0,Male,High School,Product Manager,0.3,Austin,74743.04
30.0,Male,Bachelor's,Research Scientist,8.1,Denver,93098.34
21.0,Male,Bachelor's,Sales Executive,0.0,Chicago,67590.71
39.0,Male,Bachelor's,Research Scientist,6.7,New York,108806.47
38.0,Male,High School,Data Analyst,10.5,Chicago,70392.75
35.0,Male,High School,Customer Support Specialist,3.1,Denver,25588.75
34.0,Female,Bachelor's,HR Manager,2.2,Boston,61285.37
31.0,Female,Bachelor's,Data Scientist,4.1,San Francisco,105481.23
21.0,Female,High School,Customer Support Specialist,0.0,Atlanta,37051.56
46.0,,Master's,Business Analyst,14.0,Chicago,112082.28
41.0,Female,Master's,Data Scientist,13.6,New York,146696.38
40.0,Male,Bachelor's,Project Manager,11.6,Austin,102481.29
44.0,Female,High School,Financial Analyst,10.9,Atlanta,75495.99
28.0,Male,Master's,Financial Analyst,6.7,Remote,91675.63
29.0,Female,Master's,Operations Manager,4.6,Denver,100113.99
21.0,Male,High School,Marketing Manager,0.0,Remote,48329.87
27.0,Male,Bachelor's,Financial Analyst,4.5,New York,90466.4
37.0,Female,,Financial Analyst,9.8,Denver,81935.88
35.0,Male,Bachelor's,Product Manager,14.0,San Francisco,133090.85
47.0,Female,High School,Project Manager,13.5,Chicago,93316.72
43.0,Male,Master's,Business Analyst,9.8,New York,122453.75
25.0,Male,Master's,DevOps Engineer,0.0,Chicago,91938.4
31.0,Male,High School,Business Analyst,2.2,Austin,58892.39
32.0,Male,Bachelor's,Financial Analyst,8.3,Austin,81940.41
36.0,Female,PhD,Data Analyst,9.0,Seattle,133877.1
46.0,Female,Master's,Product Manager,13.8,Atlanta,116442.66
27.0,Female,Master's,Operations Manager,1.4,Atlanta,74202.81
52.0,Male,Bachelor's,DevOps Engineer,25.5,San Francisco,152270.56
43.0,Male,High School,Data Analyst,10.2,Remote,72331.08
30.0,Female,PhD,Operations Manager,,Atlanta,107247.55
22.0,Female,High School,Financial Analyst,0.0,Chicago,52276.58
36.0,Male,Master's,Operations Manager,10.6,Boston,118782.24
33.0,Male,Master's,Software Engineer,7.6,Boston,103863.96
23.0,Female,Bachelor's,Project Manager,0.0,San Francisco,92542.37
44.0,Female,Master's,Customer Support Specialist,14.8,New York,118942.05
39.0,Male,Bachelor's,Operations Manager,10.9,San Francisco,116504.64
24.0,Female,Bachelor's,Data Analyst,2.6,Boston,65930.59
38.0,Female,PhD,Data Analyst,13.4,Chicago,125197.27
,Male,Bachelor's,Marketing Manager,7.6,New York,100985.28
21.0,Female,PhD,Customer Support Specialist,0.0,New York,104114.12
29.0,Female,Bachelor's,Data Analyst,3.0,Atlanta,66875.21
26.0,Male,Bachelor's,HR Manager,4.3,Denver,77991.65
28.0,Female,Bachelor's,Sales Executive,0.0,Chicago,55643.58
28.0,Female,Master's,Research Scientist,5.3,Seattle,113114.35
21.0,Female,High School,Business Analyst,0.0,Remote,42480.67
36.0,Male,High School,Financial Analyst,10.2,Denver,62277.9
36.0,,Bachelor's,Sales Executive,12.6,Austin,98620.38
35.0,Female,Master's,Marketing Manager,6.7,Remote,95049.09
43.0,Male,Bachelor's,Research Scientist,13.3,Denver,112281.66
33.0,Female,High School,Sales Executive,2.5,Atlanta,54684.55
38.0,Male,High School,Financial Analyst,10.9,Austin,81959.63
24.0,Female,Bachelor's,Software Engineer,0.0,San Francisco,83633.2
35.0,Male,High School,Customer Support Specialist,8.1,Remote,57282.56
27.0,Male,Master's,Financial Analyst,0.2,Boston,75696.31
34.0,Male,Master's,Business Analyst,2.7,Denver,83899.77
25.0,Male,,Software Engineer,0.0,Remote,82581.31
28.0,Male,Master's,Operations Manager,3.2,Remote,96432.26
25.0,Male,PhD,Sales Executive,,Chicago,86889.24
38.0,Female,Bachelor's,Marketing Manager,10.6,Austin,97282.38
41.0,Female,PhD,Project Manager,13.8,Seattle,140261.55
34.0,Male,High School,Operations Manager,6.5,Boston,85614.65
22.0,Male,Bachelor's,Operations Manager,0.0,Atlanta,71507.89
42.0,Male,Master's,Project Manager,8.5,Boston,116286.32
37.0,Female,Master's,Financial Analyst,14.1,Chicago,110706.25
33.0,Male,Bachelor's,Marketing Manager,5.4,Boston,87565.06
49.0,Male,Bachelor's,Business Analyst,13.2,Boston,95829.83
25.0,Female,Master's,Sales Executive,0.4,Boston,66109.0
31.0,Male,PhD,Sales Executive,10.0,Atlanta,124149.34
33.0,Female,Bachelor's,Marketing Manager,7.3,San Francisco,98742.92
41.0,Male,,Software Engineer,14.4,Chicago,116719.82
39.0,Male,Bachelor's,Product Manager,12.3,Chicago,102777.87
27.0,Female,Bachelor's,Customer Support Specialist,6.0,Chicago,77011.54
29.0,Female,Master's,Data Analyst,2.6,San Francisco,108734.27
33.0,Female,Bachelor's,Product Manager,5.3,New York,110163.11
35.0,Female,Bachelor's,Financial Analyst,11.0,Seattle,105796.98
41.0,Female,Bachelor's,Customer Support Specialist,11.2,Seattle,85161.65
35.0,Male,Master's,Financial Analyst,7.5,Denver,93057.27
41.0,Female,Master's,Customer Support Specialist,8.9,New York,99888.8
23.0,Male,Bachelor's,Project Manager,2.0,San Francisco,87651.62
32.0,Male,High School,Data Analyst,5.6,Remote,62157.81
43.0,Female,Master's,Research Scientist,9.5,Boston,122176.93
27.0,Male,Bachelor's,Financial Analyst,1.5,San Francisco,87770.49
32.0,Male,Master's,Project Manager,7.5,Boston,106668.1
39.0,Female,Master's,DevOps Engineer,11.0,Chicago,112856.98
32.0,Female,Bachelor's,Sales Executive,6.9,Denver,57861.28
36.0,Male,Master's,Project Manager,7.5,Remote,107227.79
41.0,Female,Bachelor's,Customer Support Specialist,16.5,Atlanta,95581.33
33.0,Male,Bachelor's,Sales Executive,8.5,Boston,75403.04
28.0,Female,,Data Scientist,0.0,New York,111515.67
28.0,Female,Bachelor's,Product Manager,6.2,New York,102719.43
27.0,Male,Bachelor's,HR Manager,5.1,Remote,62868.58
41.0,Male,Bachelor's,Sales Executive,12.5,Remote,78421.89
29.0,Male,High School,Customer Support Specialist,8.0,Atlanta,54666.9
41.0,Female,Bachelor's,Financial Analyst,11.1,San Francisco,111294.85
45.0,Male,Master's,HR Manager,12.5,Boston,122854.18
38.0,,Bachelor's,Project Manager,9.9,Austin,97545.5
37.0,Male,Master's,Software Engineer,4.9,Austin,93159.3
39.0,Female,Bachelor's,Business Analyst,8.1,Chicago,71270.08
30.0,Male,Bachelor's,Customer Support Specialist,2.0,Atlanta,50323.19
44.0,Female,Bachelor's,DevOps Engineer,14.3,New York,136028.21
53.0,Male,High School,Business Analyst,12.4,Austin,79630.45
32.0,Male,Master's,Sales Executive,0.7,Denver,72923.72
27.0,Female,Bachelor's,UX Designer,0.2,Remote,46575.5
21.0,Female,Master's,Business Analyst,0.0,Denver,72580.73
51.0,Male,Bachelor's,DevOps Engineer,18.8,Atlanta,125328.08
44.0,Female,Bachelor's,Customer Support Specialist,12.8,New York,104252.64
36.0,Female,Master's,Marketing Manager,10.9,Seattle,113041.22
28.0,Male,Bachelor's,Business Analyst,6.4,Remote,62831.22
33.0,Female,High School,Software Engineer,1.6,New York,69733.78
40.0,Female,Bachelor's,Software Engineer,9.6,Atlanta,105982.84
37.0,Female,High School,Project Manager,10.6,San Francisco,98464.48
41.0,Male,Bachelor's,Business Analyst,11.1,Austin,76200.05
21.0,Female,Master's,Product Manager,0.0,Denver,89504.69
24.0,Male,Bachelor's,HR Manager,0.0,Denver,58643.94
34.0,Male,Bachelor's,UX Designer,9.2,Seattle,93998.32
21.0,Male,Bachelor's,HR Manager,0.0,New York,65488.61
41.0,Female,Bachelor's,Data Analyst,8.2,Denver,91271.54
40.0,Male,Master's,UX Designer,17.0,Boston,131777.71
39.0,Female,Master's,Research Scientist,11.4,Atlanta,128557.25
34.0,Male,Bachelor's,UX Designer,10.2,Boston,99959.89
29.0,Male,Bachelor's,Software Engineer,8.0,Remote,90758.31
38.0,Male,PhD,Product Manager,4.1,Remote,110529.4
40.0,Male,PhD,HR Manager,9.6,Chicago,123647.04
31.0,Male,Master's,Software Engineer,5.5,Remote,92992.71
32.0,Female,Master's,Sales Executive,4.6,Boston,93282.4
38.0,Female,Bachelor's,Business Analyst,10.0,Denver,94098.98
41.0,Female,Master's,Software Engineer,10.5,Austin,98136.16
22.0,Female,Master's,DevOps Engineer,0.7,Denver,85668.41
39.0,Male,PhD,Research Scientist,7.5,Atlanta,126638.94
21.0,Male,Bachelor's,Marketing Manager,0.0,San Francisco,87333.86
33.0,Female,High School,Customer Support Specialist,8.5,Boston,61818.34
41.0,Female,High School,Product Manager,12.2,Boston,101245.64
46.0,Female,High School,Data Analyst,13.0,Atlanta,80347.16
27.0,Female,Bachelor's,Product Manager,6.0,New York,119762.03
25.0,Male,Bachelor's,Financial Analyst,2.2,Denver,62723.47
47.0,Male,Bachelor's,Software Engineer,15.8,Austin,110225.72
25.0,Female,Bachelor's,Sales Executive,0.0,Boston,56851.88
,Female,Master's,Data Analyst,7.7,Austin,81568.47
35.0,,Bachelor's,Research Scientist,6.9,New York,119836.1
50.0,Female,Master's,Project Manager,12.3,Seattle,127493.52
36.0,Male,Bachelor's,Product Manager,10.0,New York,113524.99
39.0,Female,Bachelor's,Operations Manager,8.0,Remote,79583.02
38.0,Male,Master's,Marketing Manager,10.2,Atlanta,101444.99
44.0,Female,PhD,Customer Support Specialist,8.9,Boston,119687.9
37.0,Male,Master's,Marketing Manager,7.7,San Francisco,136892.47
46.0,Female,Master's,Product Manager,15.7,New York,149439.3
49.0,Female,Bachelor's,Business Analyst,12.1,Denver,82894.02
43.0,Male,Bachelor's,UX Designer,13.3,Denver,94754.42
21.0,Female,Master's,Sales Executive,0.0,Remote,57284.11
47.0,Male,PhD,Data Scientist,16.1,San Francisco,166962.08
38.0,Male,Bachelor's,Software Engineer,11.2,Remote,82046.54
21.0,Female,PhD,Customer Support Specialist,0.0,Seattle,95414.31
44.0,Female,,Research Scientist,15.2,Seattle,144955.83
,Female,Master's,HR Manager,6.1,Austin,91720.14
40.0,Female,Bachelor's,Data Scientist,7.4,Boston,98862.95
21.0,Male,High School,Customer Support Specialist,0.0,Seattle,44391.29
25.0,Male,PhD,Product Manager,,Denver,120543.12
36.0,Female,PhD,Marketing Manager,12.8,Denver,120844.87
37.0,Male,Master's,HR Manager,7.5,Atlanta,91671.05
29.0,Male,Bachelor's,Sales Executive,8.0,Remote,80563.47
40.0,Male,Bachelor's,HR Manager,8.4,Austin,83929.95
38.0,Male,High School,Operations Manager,8.9,Boston,85666.83
33.0,Male,,Data Scientist,5.7,Atlanta,95056.07
30.0,Male,Bachelor's,Operations Manager,1.9,San Francisco,100152.26
34.0,Male,PhD,Financial Analyst,6.1,Chicago,109453.92
23.0,Female,Bachelor's,Project Manager,0.0,Chicago,78601.82
41.0,Male,Bachelor's,Data Analyst,10.6,New York,99083.48
29.0,Male,Bachelor's,Sales Executive,1.4,San Francisco,76998.6
35.0,Male,Bachelor's,Data Scientist,11.0,San Francisco,120301.71
37.0,Female,Bachelor's,Data Scientist,7.1,Denver,91761.54
36.0,Male,Bachelor's,Customer Support Specialist,5.1,Denver,57644.38
31.0,Male,High School,DevOps Engineer,4.4,Remote,63909.86
38.0,Male,Bachelor's,Customer Support Specialist,8.1,Boston,83130.26
48.0,Female,Bachelor's,Research Scientist,11.8,Chicago,102650.53
36.0,Male,Bachelor's,Marketing Manager,8.2,Remote,73499.97
49.0,Female,Bachelor's,Operations Manager,11.6,Seattle,104962.13
47.0,Male,High School,Customer Support Specialist,15.6,Remote,70496.13
27.0,Male,Bachelor's,Marketing Manager,6.0,Chicago,83640.58
36.0,Male,Bachelor's,Research Scientist,9.5,Atlanta,95468.69
29.0,Male,Master's,Marketing Manager,8.0,Seattle,105172.23
28.0,Male,Bachelor's,Customer Support Specialist,3.1,Austin,65763.65
37.0,Female,Master's,Data Scientist,8.6,Seattle,122773.48
36.0,Male,High School,Sales Executive,14.0,Seattle,62842.94
,Female,PhD,Marketing Manager,11.1,Boston,151552.62
34.0,Female,High School,Data Scientist,7.1,New York,95216.96
29.0,Male,PhD,Operations Manager,7.8,Chicago,126948.41
27.0,Female,Bachelor's,Product Manager,0.0,Atlanta,88993.44
24.0,Male,Bachelor's,DevOps Engineer,2.8,New York,92584.64
35.0,Male,High School,Data Analyst,9.7,Austin,72894.35
21.0,Male,Master's,DevOps Engineer,0.0,Atlanta,86822.19
31.0,Female,,Business Analyst,4.7,Austin,83939.87
38.0,Female,Master's,Business Analyst,8.9,New York,101559.91
41.0,Female,Bachelor's,Product Manager,11.9,Seattle,114423.89
44.0,Female,Master's,Financial Analyst,12.5,Remote,101490.84
38.0,Female,High School,Customer Support Specialist,9.7,Denver,61769.9
33.0,Male,Bachelor's,Customer Support Specialist,8.1,New York,80670.63
34.0,Male,PhD,Product Manager,6.7,Remote,119270.53
39.0,Female,Bachelor's,Business Analyst,14.7,Atlanta,92044.34
36.0,Male,High School,UX Designer,9.2,San Francisco,87666.43
30.0,Male,High School,Research Scientist,5.8,Denver,78396.91
26.0,Female,Master's,Software Engineer,0.8,Seattle,99946.75
40.0,Male,High School,DevOps Engineer,14.0,Boston,98147.37
25.0,Female,High School,Financial Analyst,4.0,Atlanta,67374.29
21.0,Female,High School,Data Analyst,0.0,Austin,41901.83
30.0,Male,Master's,UX Designer,5.6,Chicago,96075.9
40.0,Female,Master's,Sales Executive,6.8,Atlanta,82713.27
33.0,Male,Master's,Product Manager,8.9,Boston,136690.91
21.0,Female,Bachelor's,Data Scientist,0.0,Seattle,95959.12
40.0,Female,Master's,Software Engineer,10.3,Austin,96879.17
40.0,Female,High School,Data Scientist,8.7,Boston,85127.15
25.0,Male,High School,Product Manager,0.0,Seattle,82981.75
31.0,Female,Bachelor's,Software Engineer,10.0,Remote,95429.71
41.0,Male,,Financial Analyst,6.3,Remote,98792.5
30.0,Female,PhD,Sales Executive,0.0,Austin,98750.35
40.0,Male,PhD,Business Analyst,12.0,Austin,130425.14
42.0,Male,Bachelor's,Data Scientist,8.9,San Francisco,118222.75
31.0,Female,Bachelor's,Project Manager,4.0,San Francisco,100841.63
58.0,Female,Bachelor's,Marketing Manager,22.7,Atlanta,117455.97
41.0,Male,Bachelor's,Project Manager,9.6,Denver,104920.04
43.0,Male,High School,Sales Executive,11.5,Atlanta,66303.84
25.0,Female,High School,Marketing Manager,2.0,Seattle,67414.32
39.0,Male,PhD,Business Analyst,9.3,Seattle,135183.68
31.0,Female,High School,Marketing Manager,7.4,San Francisco,80218.59
56.0,Male,Bachelor's,Business Analyst,18.2,San Francisco,134087.44
40.0,Male,Bachelor's,Data Scientist,9.9,San Francisco,122885.41
37.0,Male,High School,Operations Manager,11.7,Chicago,87828.29
41.0,Male,Bachelor's,Business Analyst,8.8,Seattle,99619.04
40.0,Male,Bachelor's,Software Engineer,14.8,Denver,93369.28
36.0,Male,High School,Financial Analyst,9.0,Seattle,73139.7
29.0,Female,Bachelor's,DevOps Engineer,5.6,New York,103513.32
33.0,Male,High School,Operations Manager,10.2,Chicago,88686.26
53.0,Male,Bachelor's,Sales Executive,16.2,New York,116093.19
44.0,Female,Master's,Marketing Manager,12.9,San Francisco,127959.73
21.0,Male,Bachelor's,Sales Executive,0.0,Chicago,65010.71
38.0,Male,Bachelor's,Data Scientist,9.3,New York,118065.04
35.0,,High School,HR Manager,6.5,Austin,69072.23
37.0,Female,High School,Customer Support Specialist,4.9,Remote,51641.09
57.0,Female,Bachelor's,Financial Analyst,20.8,Boston,116695.24
44.0,Female,Master's,Research Scientist,15.1,Denver,121257.76
37.0,Male,Bachelor's,Business Analyst,6.8,Austin,78092.52
39.0,Male,High School,Research Scientist,8.0,Denver,91243.53
42.0,Male,Bachelor's,Customer Support Specialist,12.8,Seattle,95826.75
34.0,Male,PhD,Business Analyst,0.0,Austin,94983.15
21.0,Male,High School,Project Manager,0.0,New York,73636.6
25.0,Male,High School,Marketing Manager,0.6,San Francisco,76932.77
36.0,Female,Bachelor's,HR Manager,6.8,San Francisco,94206.55
28.0,Male,Bachelor's,UX Designer,4.4,Austin,74630.21
41.0,Male,High School,Product Manager,11.9,San Francisco,107264.89
35.0,Female,Bachelor's,HR Manager,4.7,Seattle,80381.83
30.0,Male,Bachelor's,Business Analyst,1.7,Boston,78494.19
42.0,Female,PhD,Research Scientist,7.1,San Francisco,157744.1
23.0,Female,Bachelor's,Business Analyst,1.8,San Francisco,73760.93
56.0,Male,Master's,Sales Executive,18.8,Remote,116562.8
38.0,Male,PhD,Research Scientist,12.8,Remote,142724.71
28.0,Male,Bachelor's,Project Manager,1.4,New York,86323.88
48.0,Male,Bachelor's,Financial Analyst,12.6,Atlanta,89074.01
21.0,Male,Bachelor's,Project Manager,0.0,San Francisco,86482.49
34.0,Female,Bachelor's,Product Manager,6.0,Boston,95932.52
32.0,Female,PhD,DevOps Engineer,7.0,Boston,134194.41
40.0,Female,Master's,DevOps Engineer,11.6,Chicago,117693.36
42.0,Female,High School,Data Scientist,16.9,Denver,105639.24
49.0,Female,Bachelor's,Operations Manager,15.9,Boston,107006.74
45.0,Female,Master's,Sales Executive,,Remote,91777.38
45.0,Female,High School,Software Engineer,11.2,New York,92942.24
46.0,Male,Bachelor's,Operations Manager,12.3,Seattle,115758.82
25.0,Male,High School,DevOps Engineer,4.0,New York,81515.85
31.0,Female,Master's,Project Manager,6.1,Seattle,108016.26
30.0,Male,Bachelor's,Financial Analyst,4.9,San Francisco,91831.75
43.0,Male,,HR Manager,18.6,Denver,108577.3
33.0,Male,High School,UX Designer,11.1,Seattle,89421.61
52.0,Male,Bachelor's,Customer Support Specialist,15.1,Atlanta,95041.2
29.0,Male,Bachelor's,Business Analyst,0.8,Atlanta,46574.61
44.0,Male,Master's,Research Scientist,14.4,New York,128570.11
40.0,Female,High School,Research Scientist,14.4,Chicago,97632.7
33.0,Female,Master's,Sales Executive,3.7,Atlanta,72966.1
23.0,Male,Master's,DevOps Engineer,0.0,Austin,101213.34
41.0,Female,Master's,Project Manager,6.1,Chicago,101535.19
28.0,Male,Bachelor's,Product Manager,2.9,Remote,76337.87
32.0,Male,High School,Product Manager,6.9,Chicago,71666.95
34.0,Male,Bachelor's,Research Scientist,6.2,Seattle,104674.89
37.0,Male,Bachelor's,Business Analyst,11.8,Chicago,85037.56
32.0,Female,Bachelor's,Operations Manager,3.1,Chicago,63105.72
31.0,Female,Bachelor's,UX Designer,10.0,San Francisco,99198.96
39.0,Female,Bachelor's,Software Engineer,8.4,Denver,91770.27
28.0,Male,PhD,Marketing Manager,1.5,Denver,117853.64
27.0,Male,Bachelor's,DevOps Engineer,4.7,Chicago,85748.18
38.0,Male,Bachelor's,Data Analyst,6.9,New York,86445.29
25.0,Male,PhD,Research Scientist,0.6,Seattle,132771.05
32.0,Male,Bachelor's,Software Engineer,7.6,Boston,99968.36
40.0,Male,Bachelor's,Product Manager,7.3,San Francisco,114229.65
31.0,Female,Master's,HR Manager,6.7,Chicago,94207.1
26.0,Male,High School,Financial Analyst,1.3,San Francisco,78130.33
29.0,Male,PhD,Marketing Manager,7.0,Boston,123197.14
28.0,Male,High School,HR Manager,1.6,Seattle,59804.21
37.0,Male,Bachelor's,Data Scientist,11.1,Austin,107573.45
,Female,Bachelor's,HR Manager,1.8,New York,78900.26
44.0,Female,PhD,Operations Manager,11.4,Boston,148068.32
43.0,Female,,Operations Manager,11.9,San Francisco,140211.34
46.0,Male,Master's,Business Analyst,13.4,Remote,102306.16
30.0,Male,PhD,Customer Support Specialist,2.7,Seattle,109815.21
26.0,Female,Master's,DevOps Engineer,4.3,Austin,127179.12
48.0,Female,Bachelor's,Software Engineer,18.1,Seattle,120042.34
26.0,Female,Bachelor's,Data Scientist,5.0,Chicago,88002.93
22.0,Male,Master's,Sales Executive,1.0,Austin,73514.29
39.0,Female,Bachelor's,HR Manager,13.8,Austin,94860.43
26.0,Female,Master's,Business Analyst,0.0,Seattle,87562.21
32.0,Male,High School,UX Designer,,Seattle,75736.85
50.0,Male,Bachelor's,Marketing Manager,11.4,Chicago,97400.19
32.0,Male,Master's,DevOps Engineer,0.2,Seattle,99400.63
36.0,Female,Master's,Operations Manager,7.6,Chicago,99791.98
40.0,Female,Bachelor's,Operations Manager,13.9,Boston,99137.99
42.0,Male,Bachelor's,Data Scientist,17.3,Seattle,126956.39
48.0,Female,PhD,Software Engineer,17.6,Denver,133530.26
23.0,Male,Master's,Financial Analyst,0.9,San Francisco,99766.44
41.0,Male,Bachelor's,Research Scientist,11.7,Denver,105347.12
31.0,Female,Bachelor's,Customer Support Specialist,4.7,Austin,65301.24
,Male,Master's,Data Scientist,16.0,San Francisco,155781.26
32.0,Male,Master's,Data Scientist,5.8,Chicago,118976.56
34.0,Female,Bachelor's,Operations Manager,6.5,Chicago,85976.76
39.0,Female,Bachelor's,HR Manager,10.4,San Francisco,116777.96
37.0,Female,Master's,Project Manager,9.7,Remote,97557.73
37.0,Female,Bachelor's,DevOps Engineer,5.0,Seattle,88652.33
42.0,Male,Bachelor's,Operations Manager,12.5,Austin,98815.43
27.0,Male,Master's,Data Analyst,1.6,Remote,69120.79
26.0,Male,High School,DevOps Engineer,5.0,New York,93667.8
24.0,,High School,Research Scientist,3.0,New York,69357.08
48.0,Male,Master's,HR Manager,16.3,Boston,118567.33
42.0,Female,Master's,Product Manager,12.2,Atlanta,125155.17
37.0,Female,Bachelor's,DevOps Engineer,8.0,Austin,96973.99
34.0,Male,Master's,Sales Executive,10.7,Boston,110138.39
40.0,Female,Bachelor's,Product Manager,9.2,New York,118291.14
27.0,Female,High School,DevOps Engineer,2.0,Boston,67132.04
40.0,Female,Bachelor's,Operations Manager,14.5,Chicago,103914.53
34.0,Female,Master's,Sales Executive,7.7,Remote,86477.3
54.0,Male,Bachelor's,Data Analyst,14.5,Seattle,93556.13
50.0,Female,Bachelor's,UX Designer,12.1,Remote,89743.53
42.0,Female,Master's,HR Manager,10.6,Seattle,109652.43
21.0,Male,Bachelor's,UX Designer,0.0,Remote,60707.24
57.0,Male,High School,Data Scientist,17.9,Denver,107612.16
29.0,Female,Bachelor's,Data Scientist,1.0,Atlanta,78277.94
35.0,Male,Master's,Operations Manager,9.6,Austin,113412.18
21.0,Female,Bachelor's,Product Manager,0.0,Seattle,89448.88
27.0,Male,PhD,UX Designer,1.4,Boston,115593.0
45.0,Female,Bachelor's,Product Manager,11.4,Denver,108338.33
37.0,Female,High School,Research Scientist,11.6,Austin,91800.94
40.0,Female,Master's,Business Analyst,14.3,Boston,114480.2
34.0,Male,Master's,Research Scientist,9.8,Boston,120276.33
39.0,Male,Bachelor's,Marketing Manager,10.8,Boston,97258.28
38.0,Male,Bachelor's,Marketing Manager,7.8,Denver,75438.61
39.0,Female,Bachelor's,DevOps Engineer,10.2,New York,111835.24
34.0,Male,PhD,Software Engineer,,Chicago,103303.51
40.0,Male,Master's,Research Scientist,13.1,Austin,119073.7
40.0,Male,Master's,Software Engineer,7.4,Remote,91865.27
29.0,Male,Bachelor's,DevOps Engineer,1.2,New York,96143.64
36.0,Male,High School,HR Manager,10.9,Seattle,71152.84
36.0,Male,Bachelor's,Software Engineer,8.3,Atlanta,83574.14
26.0,Male,Bachelor's,Project Manager,0.6,Boston,80159.26
35.0,Male,PhD,Business Analyst,6.4,New York,124771.63
28.0,Male,Master's,Marketing Manager,1.4,New York,100806.96
28.0,Male,PhD,Data Scientist,3.2,Remote,105886.63
28.0,,Bachelor's,Product Manager,4.9,Boston,104036.01
27.0,Female,Master's,Marketing Manager,3.2,New York,104910.79
32.0,Male,PhD,Project Manager,10.2,Denver,122908.81
31.0,Male,Master's,Sales Executive,,Remote,80084.5
40.0,Male,Master's,Financial Analyst,10.6,Denver,112279.12
55.0,Male,Bachelor's,Data Scientist,21.9,Denver,136553.39
28.0,Male,Master's,UX Designer,2.7,Denver,89730.43
31.0,Male,Bachelor's,Data Analyst,4.2,Seattle,63899.39
29.0,Female,Bachelor's,Financial Analyst,1.7,Chicago,80508.39
41.0,Male,PhD,Research Scientist,15.8,Remote,142044.51
43.0,Female,,Customer Support Specialist,13.2,Atlanta,88035.19
30.0,Male,Bachelor's,Financial Analyst,2.2,Denver,77914.14
22.0,Male,Bachelor's,Project Manager,0.0,Atlanta,82135.38
24.0,Male,Bachelor's,HR Manager,0.6,Remote,47812.47
40.0,Female,Bachelor's,Software Engineer,8.9,San Francisco,111454.22
31.0,Male,Master's,Sales Executive,5.7,Remote,73876.5
21.0,Male,Master's,Marketing Manager,0.0,Seattle,84644.56
27.0,Male,Master's,Operations Manager,0.0,Chicago,96941.27
48.0,Male,Bachelor's,DevOps Engineer,14.7,Seattle,119839.88
40.0,Female,Bachelor's,Business Analyst,13.0,New York,112253.0
44.0,Female,Master's,Customer Support Specialist,8.2,San Francisco,113483.8
22.0,Male,Bachelor's,Data Scientist,1.0,Chicago,95715.19
